,item_name,item_code,kind_code,rank,rank_code,unit,day1,dpr1
0,사과 후지(10개),411,5,상품,4,1,당일 (04/28),7.0
1,배 신고(10개),412,1,상품,4,1,당일 (04/28),45.0
2,포도 레드글로브 칠레(1kg),414,8,상품,4,1,당일 (04/28),8.3
3,바나나 수입(100g),418,2,상품,4,1,당일 (04/28),3.6
5,파인애플 수입(1개),420,2,상품,4,1,당일 (04/28),3.8
6,오렌지 네이블 미국(10개),421,3,상품,4,1,당일 (04/28),5.7
7,레몬 수입(10개),424,0,상품,4,1,당일 (04/28),6.1
8,망고 수입(1개),428,0,상품,4,1,당일 (04/28),11.9
9,아보카도 수입(1개),430,0,상품,4,1,당일 (04/28),10.7
