RCP_SNO,SRAP_CNT,ING_INFO
4025450,4064,대파 마늘 배추 고춧가루
4025452,1447,당근 마늘 양파 버섯
4025460,2012,계란
4025654,1557,마늘 양파 토마토
4025787,1477,마늘
4027584,643,고추 양파 고춧가루
4029217,1510,
4030763,1406,감자 배추
4031003,5365,계란 당근 양파
4031025,2607,고추 배추
4031028,685,
4031099,1515,대파 마늘 양파 버섯
4031121,6813,고추 마늘 양파 오이 고춧가루
4031367,1914,
4032055,1246,마늘
4035229,1115,고추
4035233,871,고추 마늘
4035244,1029,무무
4035259,18290,마늘 고춧가루 무무
4035406,917,
4035668,1430,고추 대파 마늘 양파 고춧가루 갈비
4036161,1091,계란 마늘 토마토
4037814,715,무무
4037825,1016,
4037839,3418,당근 마늘 오이 고춧가루
4037863,10993,감자 고추 마늘 양파 고춧가루
4040068,835,감자 토마토
4042349,654,당근 양파
4042421,3306,고추 마늘 고춧가루 버섯
4044032,1143,고추 당근 대파 마늘 양파 고춧가루
4044706,808,고추 당근 마늘 고춧가루 무무
4045233,802,마늘 양파 오이
4045350,6167,계란 당근 마늘 양파
4047164,967,감자 고추 마늘 버섯
4047553,1224,감자 양파
4047742,4595,대파 마늘 고춧가루 버섯
4048214,994,
4049604,842,배추 오이 토마토
4050700,720,고추 마늘 양파
4052474,1032,대파 마늘
4053370,7700,고추 대파 마늘
4053843,1105,감자 마늘
4054499,1425,대파 마늘 양파
4059323,677,
4063240,1509,오이
4063569,1613,고추 당근 대파 마늘 양파 고춧가루
4063585,4184,대파 마늘 양파 고춧가루
4063661,1034,감자 계란 당근 마늘 양파
4063713,699,계란
4064101,708,계란
4067523,787,감자 마늘
4068861,6448,계란
4069140,867,
4072681,630,
4073268,3285,
4074236,657,고추 마늘 양파 고구마
4075614,2247,고추 당근 양파
4076003,758,계란 고춧가루
4076086,1654,당근 마늘 양파
4077660,1235,마늘 양파 토마토 버섯
4077893,976,배추
4079568,814,당근 마늘 양파 버섯
4079897,629,고추 마늘 고등어
4080008,1386,마늘 양파
4081526,1976,고추 당근 배추 양파
4081690,1321,
4083093,1041,고추 당근 대파 버섯
4083098,696,감자 마늘 양파 버섯
4083232,804,마늘 토마토
4086559,1338,고추 마늘
4088595,3797,고추 마늘 양파
4088779,1080,고추 양파 오이 무무
4089151,1571,고추 대파 마늘 배추 양파 고춧가루
4089186,3048,감자 마늘 고춧가루
4089726,849,고추 마늘 고춧가루
4090308,3208,고추 당근 배추
4090395,676,당근 고구마
4090621,26099,마늘 고춧가루 무무
4090829,4810,고추
4092636,5510,감자 양파 버섯
4093862,2102,고추 대파 마늘 버섯
4094143,794,마늘 토마토
4094450,894,감자 고추 대파 마늘 양파 갈치 무무
4095547,1550,마늘 양파
4095556,853,마늘
4096439,722,배추
4097663,2266,감자
4098451,2140,당근 마늘 양파 고구마
4100705,944,
4101045,1297,양파
4101056,1457,고추 마늘 양파
4102401,11376,마늘 고춧가루
4102690,683,고구마
4105756,1441,감자 고추 마늘 양파 고춧가루
4105952,962,감자 고추 대파 마늘 갈치
4106272,1424,고추 배추
4112658,3295,감자 당근 대파 마늘 양파 갈비 무무
4116039,14864,
4116440,1821,고추 대파 고춧가루
4116474,648,마늘 양파 토마토 버섯
4116792,2706,마늘
4116826,8999,고추 마늘
4117180,953,고추 양파
4117563,1499,당근 마늘 양파 버섯
4118643,1164,오이 무무
4121205,924,대파 마늘
4123616,4234,고추 양파
4124782,14097,마늘 고춧가루
4125635,1606,고추 마늘
4126535,824,
4126933,729,배추
4129570,773,
4129773,5385,감자 대파 마늘 양파 고춧가루
4131220,1261,오이
4134696,3784,고추 당근 대파 마늘 양파 고춧가루
4135866,789,고등어
4138911,3148,감자 고추 마늘 양파 고춧가루 버섯 갈치
4139783,6813,마늘
4140980,627,감자 마늘 고춧가루
4141358,2804,고추 대파 마늘 양파
4142299,1183,고추 마늘 고춧가루
4142533,797,감자 양파 버섯
4142822,3099,
4143046,1973,고추 대파 마늘 고춧가루 무무
4144056,656,고추 마늘 고춧가루
4145513,2456,대파 마늘 고춧가루 고등어
4145941,15317,감자 마늘
4146416,1038,마늘 고춧가루
4146611,1896,고추 마늘 배추 양파 고춧가루 버섯
4150152,1176,마늘 양파 무무
4152406,1693,계란
4153541,968,
4153711,712,계란
4154606,1669,고추 마늘
4155214,4267,당근 양파 고구마
4155590,776,상추
4155632,856,
4155883,4392,
4160347,1976,고추 당근 마늘 배추 양파 고춧가루
4163826,1440,고추 대파 마늘 배추 양파
4165110,664,마늘 고춧가루 삼겹살
4166579,2837,고추 마늘 양파
4166893,5237,
4166920,1246,고구마
4168310,1769,계란 고추 대파 마늘 양파 고춧가루
4168763,1554,마늘 고구마
4168767,626,
4168957,3003,고추 마늘 양파 고춧가루
4169118,1354,고추 마늘 양파 버섯
4169695,2080,마늘 버섯
4171920,857,오이
4172074,1432,감자
4174259,4220,고춧가루 무무
4176661,1098,고추 마늘 양파
4177371,2456,계란 고추 당근 마늘 오이
4177401,1191,고추 마늘 배추
4177752,603,감자 대파 마늘 무무
4178072,1330,
4178286,1330,
4179400,706,오이 버섯
4181058,1455,고추 대파 마늘 양파 고춧가루
4183087,1424,당근 양파
4183348,1134,고추 당근 마늘 고춧가루 무무
4185545,995,고추 마늘 고등어 무무
4185808,705,고구마
4187142,2019,감자 고추 대파 마늘 양파 고춧가루 갈비
4187342,911,당근 양파
4187422,2082,감자 고추 당근 대파 마늘 고춧가루 무무
4188842,750,
4190415,718,
4191564,677,계란 양파
4192337,869,고추 대파 마늘 양파 고춧가루 버섯
4197548,3648,양파 오이
4197710,3158,계란 당근 대파 마늘 양파
4198543,769,대파 마늘
4201740,3552,당근 양파
4204032,1268,
4206356,1656,고구마
4210090,983,고추 대파 마늘 고춧가루
4211815,1972,
4214680,4067,계란
4216198,3119,고추 마늘
4216431,939,
4218904,2861,
4219055,1222,
4220067,1851,고추 대파 마늘 양파 무무
4224989,1301,양파
4230674,1515,
4230979,1172,마늘 고구마
4231264,2091,마늘
4232204,853,고추 마늘
4234814,794,고추 양파 버섯
4236557,1715,고추
4239361,2622,마늘 양파 고춧가루
4240788,1432,고추 마늘 고춧가루
4243158,2374,고추 마늘 양파
4243352,4812,계란 대파 버섯
4244543,843,
4246827,2639,고추 마늘 고춧가루 삼겹살
4247619,838,양파
4247982,815,고추 양파 오이
4249122,1779,
4249921,1295,마늘
4253645,2022,마늘
4254445,2368,당근 마늘 양파 버섯
4254634,2362,계란 고추 당근 마늘 양파
4256174,5367,대파 마늘 고춧가루 무무
4256490,961,대파 마늘
4258818,1519,대파 마늘 고춧가루 무무
4259171,2070,계란 고추 당근 대파 마늘 양파
4259251,4327,감자 마늘
4259461,1077,고구마
4263801,1164,고추 대파 마늘 양파 고춧가루 갈치 무무
4263938,917,감자 양파
4265630,935,당근 양파 상추
4268488,1916,계란 고추
4268639,1593,고구마
4269192,1041,
4270183,797,고추 마늘 양파 버섯
4270270,614,고추 당근 마늘 양파
4270379,702,고구마
4270946,1112,고추 마늘 양파 버섯
4271732,1596,
4272302,1669,고추 대파 고춧가루
4273330,629,무무
4273384,775,
4273644,654,당근 버섯
4274928,924,당근 마늘 양파
4275779,755,
4276670,6488,당근 대파 마늘 양파 버섯
4276676,2737,당근 대파 마늘 양파 버섯 갈비
4279343,1731,고추 대파 마늘 양파 갈치 무무
4281465,664,
4283530,777,고추 마늘
4285037,828,고추 대파 마늘
4285269,717,
4285759,1351,감자 고추 대파 마늘
4287507,1422,
4287798,2331,마늘
4287835,1251,양파
4287846,908,당근 대파 마늘 양파 버섯
4288074,1106,고춧가루
4289196,1264,
4289358,2402,계란 양파 토마토
4290411,615,대파 마늘 양파 상추
4291650,942,계란 마늘
4291836,1542,버섯
4294565,732,
4295185,670,고추 마늘 양파
4297177,873,
4297463,617,
4297756,845,고추 대파 마늘
4300053,12923,당근 마늘 양파
4301367,1481,고추
4302368,807,
4303445,929,
4304705,620,고추 마늘
4305311,1449,대파 마늘 고춧가루 무무
4305928,1072,고추 마늘 고춧가루
4305948,710,마늘
4307786,894,마늘 버섯
4308293,1401,마늘 고춧가루 무무
4308601,4273,고추 마늘 배추 고춧가루
4309001,649,고추 대파 마늘 고춧가루 갈치
4310307,8779,마늘 고춧가루 무무
4310750,1799,고추 대파 마늘 양파
4310779,696,대파 마늘
4316473,1284,마늘
4316634,3190,양파
4317540,3855,
4320347,2395,고추 대파 마늘 배추 양파
4320361,667,고추 배추 양파 고춧가루
4320367,1579,배추
4320392,693,고추 양파
4320414,789,고추 양파
4320450,1666,대파 마늘 양파 고춧가루
4320507,9496,고추 마늘 고춧가루
4323234,900,고추 대파 마늘 고춧가루 무무
4323594,1370,고추 당근 마늘 양파 오이
4323766,1109,고추 마늘 배추 양파 고춧가루
4325028,1756,양파 버섯
4325193,1222,당근 오이 버섯
4325551,972,
4326081,630,고추 대파 마늘 양파
4326728,1056,마늘 버섯
4328054,1224,마늘 고춧가루 무무
4328435,1524,계란 당근 마늘
4328446,751,고추 마늘 양파
4330674,649,당근 무무
4331271,3307,계란 고추 대파 양파
4331765,871,대파 마늘
4331769,12967,고추 대파 마늘 양파 고춧가루
4332281,666,고추 대파 마늘 양파 고춧가루
4332948,830,대파 마늘
4333365,2766,감자 계란 고추 양파 고춧가루 버섯
4334536,1764,계란 고추 마늘 버섯
4335052,4645,고추 대파 마늘 양파 고춧가루 버섯 무무
4337429,1476,고추 대파 마늘 양파 고춧가루 갈비
4337468,1634,감자 고추 당근 마늘 양파
4337554,798,
4337748,925,고추 배추
4338105,1382,고추 대파 마늘
4338109,696,고추 마늘 버섯
4340039,629,대파 마늘 배추 양파 무무
4340230,832,당근 무무
4340628,4595,고추 마늘 배추
4342104,1144,고추 마늘 양파 고춧가루
4342311,1192,고추 마늘
4343042,1772,계란 양파 고춧가루
4343485,961,무무
4343735,830,계란 대파 마늘
4345104,1809,고추 대파 고춧가루
4345263,647,고추 마늘 배추 양파
4345284,1121,고추 마늘 양파 오이 고춧가루
4347682,842,
4347849,1499,감자 고추 대파 마늘 양파 고춧가루 버섯
4348874,1238,고추 마늘 고춧가루
4352076,672,감자 당근 배추 양파 오이 버섯
4353590,639,고추 마늘
4353846,1017,오이
4354164,1294,
4354447,719,감자 대파 양파
4354519,976,당근 양파 상추
4354649,4459,감자 고추 당근 양파
4354726,658,
4354775,614,고추 당근 마늘 양파 버섯
4354791,4594,감자 계란 고추 당근 양파 버섯
4354797,1374,계란
4354806,702,토마토
4354812,860,오이
4354821,1871,마늘 양파 삼겹살
4354832,1812,양파 고춧가루 버섯
4354841,1232,마늘
4354842,2017,당근 마늘 양파 토마토 버섯
4354853,822,
4354858,1591,대파 마늘 양파
4354861,668,양파 토마토
4355251,1654,오이
4356112,795,마늘 양파
4356118,702,고추 마늘 고춧가루
4356407,682,계란 당근
4356508,1538,고추 양파
4357466,1124,감자 마늘 무무
4358016,1775,
4358793,853,배추 양파 앞다리 무무
4359550,1262,양파 오이
4359551,928,감자 마늘 양파
4359615,865,
4360211,1665,고구마
4361577,616,고추 대파 양파 고춧가루
4361779,1047,대파 마늘 양파
4361793,1300,마늘 양파
4363163,619,고구마
4363254,673,
4364363,752,
4364518,882,계란
4364553,2465,대파 마늘 양파 고춧가루
4364773,1022,
4364819,651,
4364910,635,마늘 토마토
4365000,1997,고추 고춧가루
4367367,1372,고추 마늘 양파
4367652,1929,고추 대파 마늘 양파 고춧가루
4367660,798,감자 계란 당근
4367672,1467,고추 고춧가루
4368779,1001,감자 고추 양파 고춧가루
4368782,1992,무무
4369096,3570,계란 마늘 양파
4369127,1953,고구마
4369314,642,고추 대파 마늘 양파 갈비
4370822,10241,당근 무무
4371757,1210,대파 마늘 무무
4371761,896,
4371774,644,계란 고추 당근 양파 버섯
4371980,948,고구마
4372082,1482,대파 마늘 고춧가루 갈치 무무
4372324,1971,고추 대파 마늘 양파 무무
4373570,917,고추 대파 마늘
4373622,2060,
4373644,649,
4374981,781,계란
4375004,903,대파 마늘
4376301,1171,마늘 고춧가루 무무
4376510,648,계란 고추 버섯
4377043,1672,마늘
4377056,11105,당근 배추 토마토
4377067,977,
4377201,704,계란 고구마
4378705,747,대파 마늘
4378990,813,무무
4379178,1190,고추 마늘
4379389,1273,계란 배추 상추 오이
4380935,4300,고추 대파 마늘 양파 고춧가루 버섯
4381474,2912,마늘
4381478,1072,
4383235,1397,고추 대파 마늘 고춧가루 고등어
4384533,4250,토마토 버섯
4385139,794,고추 양파
4385146,914,고추 마늘 양파
4386299,601,고추 당근 양파
4387218,1072,마늘 오이
4387547,794,마늘
4388388,713,계란
4388995,760,
4389392,6651,양파
4389786,2397,고추 대파 마늘 고춧가루
4389794,1027,마늘 고춧가루
4392370,1591,고구마
4393259,747,고추 마늘
4393273,994,고추 대파 마늘 양파 고춧가루 고등어 무무
4393974,1759,마늘
4394294,910,대파 마늘 양파 고춧가루
4395119,1170,고추 마늘
4395603,818,고추 마늘 오이 고춧가루
4395714,4074,마늘 양파 고춧가루 무무
4397468,1349,고추 마늘
4397494,780,고추 대파 마늘
4397513,1084,고추 대파 마늘 오이 고춧가루
4397532,692,감자 당근 양파
4397553,661,고구마
4398206,8603,마늘
4399814,3839,고추 대파 마늘 양파
4399899,731,배추
4399908,629,
4400065,1580,고추 양파
4401308,1079,고추 대파 마늘 양파
4401312,816,
4401729,1299,마늘
4403028,619,
4404190,753,고추 고춧가루
4406728,1388,고추 마늘 무무
4407483,4691,고추 대파 양파 고춧가루
4407510,815,당근 대파 마늘 양파
4409043,698,
4409464,3244,계란 고추 마늘
4409677,7613,고추 대파 마늘 양파 무무
4410303,1050,고추 대파 마늘 양파 고춧가루
4411211,1884,
4411300,1336,고구마
4411794,884,무무
4413861,2493,계란 고구마
4418381,1329,
4418404,1506,마늘 무무
4418585,880,마늘
4418966,1605,대파 마늘 무무
4419089,748,마늘 토마토 버섯
4419153,1041,
4419159,635,계란 고추 대파 양파
4420408,1982,마늘 무무
4420412,1782,고추 오이
4421267,968,당근 양파
4421724,729,대파 마늘 배추
4426115,1241,대파 마늘 배추
4428179,1291,토마토
4429010,938,고추 대파 마늘 양파 무무
4429673,2459,
4431078,2200,대파 마늘 고춧가루
4431151,603,고추 대파 마늘 양파 무무
4431260,1007,계란 마늘 양파
4433050,1032,
4434434,603,당근 마늘 고춧가루 버섯
4434564,1416,당근 양파
4435901,1142,상추
4436323,2388,계란 마늘
4438888,655,감자 고추 대파 마늘 양파 고춧가루
4438899,1964,고추 대파 마늘 양파 버섯
4439155,658,고추 대파 마늘 양파 버섯
4439158,734,계란 고추 대파 양파
4439163,970,고추 대파 마늘
4439171,1227,고추 대파 오이 고춧가루
4439175,893,대파 마늘 양파 상추 오이 무무
4440945,797,
4441711,1374,고추 대파 마늘 양파 고춧가루 버섯
4442777,6454,당근 마늘 양파 버섯
4442779,858,감자 고추 당근 마늘 양파 고춧가루
4442833,5604,무무
4442911,932,마늘
4443187,645,당근
4450626,717,마늘
4451150,2703,계란
4453035,665,대파 마늘 양파 고춧가루 무무
4453297,702,당근 대파 마늘 양파
4453718,622,고추 고춧가루
4453998,1208,마늘 무무
4457255,1828,고추 대파 마늘 양파
4457523,1481,고추 대파 마늘 고춧가루 무무
4459463,3403,고추 마늘
4461881,2697,고추 대파 마늘 배추
4462083,1626,대파 마늘 고춧가루 무무
4464206,652,고구마
4464731,876,감자 마늘
4465384,786,고추 마늘 무무
4465981,851,마늘 고춧가루
4468977,860,감자 당근 마늘 배추 버섯
4468997,2387,마늘
4469012,973,계란 고추 토마토 버섯
4469016,4002,양파 토마토 버섯
4469459,1307,고추 대파 마늘 양파 고춧가루 무무
4469487,1491,
4469524,1118,고추 마늘
4470291,847,대파 마늘
4470961,1376,
4473266,961,고추 대파 마늘 양파 삼겹살
4474120,3768,대파 마늘 무무
4475331,868,당근 상추 토마토
4476074,4459,마늘 무무
4476460,727,마늘 양파
4476626,967,고추 대파 마늘 양파
4477043,757,양파 버섯
4478315,883,
4478351,627,마늘 양파
4478460,2328,계란 마늘 고춧가루
4480750,1104,마늘 양파
4481100,2728,고추 마늘 배추
4481254,738,당근 마늘 상추 토마토
4481256,913,마늘 양파 버섯
4483131,1032,계란 당근 양파 버섯
4484074,1336,대파 마늘 고춧가루 무무
